,Order ID,Order Date,Invoicing Date,Ship Mode,Customer ID,Customer Name,Segment,Country,City,State,Postal Code,Region,Product ID,Category,Sub-Category,Product Name,Quantity Ordered,Invoiced Quantity,Ordered Amount,Invoiced Amount,Profit,Order Month,Invoicing Month
10,CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,TEC-PH-10004614,Technology,Phones,AT&T 841000 Phone,7,3,307.0910853,161.4153519,-19.12344999,2014-01-01,2014-01-01
11,CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-LA-10001074,Office Supplies,Labels,Round Specialty Laser Printer Labels,5,3,169.007666,71.86652581,23.669552,2014-01-01,2014-01-01
12,US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,TEC-PH-10001061,Technology,Phones,Apple iPhone 5C,11,7,896.9045665,763.7019984,183.6453342,2014-01-01,2014-01-01
13,US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-AR-10002375,Office Supplies,Art,Newell 351,9,7,147.7778574,78.67219053,9.032923688,2014-01-01,2014-01-01
14,US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",7,4,213.2562878,115.9593217,23.61449012,2014-01-01,2014-01-01
15,US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-AR-10003811,Office Supplies,Art,Newell 327,7,3,136.5870058,50.88319755,11.44997421,2014-01-01,2014-01-01
16,US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,OFF-EN-10001539,Office Supplies,Envelopes,Staple envelope,4,3,157.0863428,77.09503705,18.96381565,2014-01-01,2014-01-01
17,US-2014-147627,2014-01-20,2014-01-26,Standard Class,HL-15040,Hunter Lopez,Consumer,United States,Jonesboro,Arkansas,72401,South,FUR-CH-10002331,Furniture,Chairs,Hon 4700 Series Mobuis Mid-Back Task Chairs with Adjustable Arms,7,3,1219.90726,1131.335421,230.5017206,2014-01-01,2014-01-01
18,CA-2014-141817,2014-01-05,2014-01-12,Standard Class,MB-18085,Mick Brown,Consumer,United States,Philadelphia,Pennsylvania,19143,East,OFF-AR-10003478,Office Supplies,Art,"Avery Hi-Liter EverBold Pen Style Fluorescent Highlighters, 4/Pack",5,3,133.9493456,80.02682778,7.827747119,2014-01-01,2014-01-01
19,CA-2014-103366,2014-01-15,2014-01-17,First Class,EH-13990,Erica Hackney,Consumer,United States,Roswell,Georgia,30076,South,TEC-AC-10003628,Technology,Accessories,Logitech 910-002974 M325 Wireless Mouse for Web Scrolling,7,5,283.8995963,214.2908681,78.70683372,2014-01-01,2014-01-01
20,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10004587,Furniture,Furnishings,"GE General Use Halogen Bulbs, 100 Watts, 1 Bulb per Pack",7,3,204.0386707,131.0918625,41.7396189,2014-01-01,2014-01-01
21,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-ST-10004337,Office Supplies,Storage,"SAFCO Commercial Wire Shelving, 72h",12,8,630.1719813,521.9444763,10.28195284,2014-01-01,2014-01-01
22,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10003072,Office Supplies,Paper,"Eureka Recycled Copy Paper 8 1/2"" x 11"", Ream",5,3,176.6516313,82.50253698,19.1458408,2014-01-01,2014-01-01
23,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,OFF-PA-10000380,Office Supplies,Paper,"REDIFORM Incoming/Outgoing Call Register, 11"" X 8 1/2"", 100 Messages",5,2,190.5138231,59.75515451,10.54248965,2014-01-01,2014-01-01
24,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10004833,Technology,Phones,Macally Suction Cup Mount,14,13,344.7268613,200.487857,2.512148372,2014-01-01,2014-01-01
25,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,FUR-FU-10001847,Furniture,Furnishings,Eldon Image Series Black Desk Accessories,6,3,122.094727,77.19156031,10.1772451,2014-01-01,2014-01-01
26,CA-2014-109232,2014-01-13,2014-01-16,Second Class,ND-18370,Natalie DeCherney,Consumer,United States,Mount Pleasant,South Carolina,29464,South,FUR-CH-10000422,Furniture,Chairs,Global Highback Leather Tilter in Burgundy,9,6,656.0547019,588.7578077,88.56065162,2014-01-01,2014-01-01
27,CA-2014-157147,2014-01-13,2014-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,OFF-ST-10000078,Office Supplies,Storage,Tennsco 6- and 18-Compartment Lockers,8,5,1476.299111,1361.761162,252.6495002,2014-01-01,2014-01-01
28,CA-2014-157147,2014-01-13,2014-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,FUR-BO-10003034,Furniture,Bookcases,"O'Sullivan Elevations Bookcase, Cherry Finish",5,3,530.7375706,403.7434695,13.79724529,2014-01-01,2014-01-01
29,CA-2014-157147,2014-01-13,2014-01-18,Standard Class,BD-11605,Brian Dahlen,Consumer,United States,San Francisco,California,94109,West,OFF-AR-10003514,Office Supplies,Art,4009 Highlighters by Sanford,6,5,170.809942,72.37722841,9.78907782,2014-01-01,2014-01-01
30,CA-2014-130813,2014-01-06,2014-01-08,Second Class,LS-17230,Lycoris Saunders,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002005,Office Supplies,Paper,Xerox 225,4,3,133.0576082,78.44072037,17.24086628,2014-01-01,2014-01-01
31,CA-2014-123477,2014-01-18,2014-01-21,Second Class,DW-13195,David Wiener,Corporate,United States,Springfield,Oregon,97477,West,OFF-AP-10000692,Office Supplies,Appliances,Fellowes Mighty 8 Compact Surge Protector,5,4,174.9693485,102.3120671,10.68452906,2014-01-01,2014-01-01
32,CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-BI-10003676,Office Supplies,Binders,"GBC Standard Recycled Report Covers, Clear Plastic Sheets",13,10,133.6217543,83.0455478,-15.67967731,2014-01-01,2014-01-01
33,CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-PA-10000659,Office Supplies,Paper,"TOPS Carbonless Receipt Book, Four 2-3/4 x 7-1/4 Money Receipts per Page",5,4,221.1344216,112.2453351,23.40515956,2014-01-01,2014-01-01
34,CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,OFF-EN-10002504,Office Supplies,Envelopes,"Tyvek Top-Opening Peel & Seel Envelopes, Plain White",7,5,304.2579053,173.7178214,44.43860407,2014-01-01,2014-01-01
35,CA-2014-146591,2014-01-19,2014-01-20,First Class,TS-21340,Toby Swindell,Consumer,United States,Scottsdale,Arizona,85254,West,FUR-BO-10001972,Furniture,Bookcases,O'Sullivan 4-Shelf Bookcase in Odessa Pine,8,5,296.4528947,234.2964119,-318.5328302,2014-01-01,2014-01-01
36,CA-2014-148614,2014-01-20,2014-01-25,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,OFF-PA-10002893,Office Supplies,Paper,"Wirebound Service Call Books, 5 1/2"" x 4""",5,2,200.3304452,81.46149965,19.20529106,2014-01-01,2014-01-01
37,CA-2014-148614,2014-01-20,2014-01-25,Standard Class,MV-17485,Mark Van Huff,Consumer,United States,Los Angeles,California,90049,West,FUR-FU-10003194,Furniture,Furnishings,"Eldon Expressions Desk Accessory, Wood Pencil Holder, Oak",5,2,173.1623083,74.47230849,12.43608316,2014-01-01,2014-01-01
38,CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10000760,Office Supplies,Storage,Eldon Fold 'N Roll Cart System,4,1,183.6327889,76.76574656,6.648174978,2014-01-01,2014-01-01
39,CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,FUR-FU-10002918,Furniture,Furnishings,Eldon ClusterMat Chair Mat with Cordless Antistatic Protection,5,3,430.789462,338.7398877,32.50864531,2014-01-01,2014-01-01
40,CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-BI-10000605,Office Supplies,Binders,"Acco Pressboard Covers with Storage Hooks, 9 1/2"" x 11"", Executive Red",7,5,204.4936096,87.17920751,18.59796102,2014-01-01,2014-01-01
41,CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-AP-10002311,Office Supplies,Appliances,"Holmes Replacement Filter for HEPA Air Cleaner, Very Large Room, HEPA Filter",8,4,391.4367325,289.1782949,95.11989631,2014-01-01,2014-01-01
42,CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-ST-10003123,Office Supplies,Storage,Fellowes Bases and Tops For Staxonsteel/High-Stak Systems,4,2,224.5974682,116.6430851,28.13816415,2014-01-01,2014-01-01
43,CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-AR-10004456,Office Supplies,Art,Panasonic KP-4ABK Battery-Operated Pencil Sharpener,5,3,185.500492,84.59807826,22.36550979,2014-01-01,2014-01-01
44,CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,FUR-FU-10002268,Furniture,Furnishings,Ultra Door Push Plate,6,3,197.0341486,92.63548037,6.465438443,2014-01-01,2014-01-01
45,CA-2014-167927,2014-01-20,2014-01-26,Standard Class,XP-21865,Xylona Preis,Consumer,United States,Westland,Michigan,48185,Central,OFF-BI-10004364,Office Supplies,Binders,Storex Dura Pro Binders,7,5,160.7714734,105.2364425,18.83335442,2014-01-01,2014-01-01
46,CA-2014-149524,2014-01-14,2014-01-15,First Class,BS-11590,Brendan Sweed,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-BO-10003433,Furniture,Bookcases,Sauder Cornerstone Collection Library,5,4,184.3614032,133.9871844,-39.35556338,2014-01-01,2014-01-01
47,US-2014-147774,2014-01-20,2014-01-26,Standard Class,MM-18280,Muhammed MacIntyre,Corporate,United States,Smyrna,Tennessee,37167,South,OFF-BI-10003091,Office Supplies,Binders,GBC DocuBind TL200 Manual Binding Machine,4,1,239.6130188,110.8183058,-37.52991156,2014-01-01,2014-01-01
48,CA-2014-106054,2014-01-06,2014-01-07,First Class,JO-15145,Jack O'Briant,Corporate,United States,Athens,Georgia,30605,South,OFF-AR-10002399,Office Supplies,Art,"Dixon Prang Watercolor Pencils, 10-Color Set with Brush",4,3,187.8884575,86.38301986,12.67875898,2014-01-01,2014-01-01
49,CA-2014-167199,2014-01-06,2014-01-10,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,FUR-CH-10004063,Furniture,Chairs,Global Deluxe High-Back Manager's Chair,13,9,2772.059713,2606.905087,749.8853842,2014-01-01,2014-01-01
50,CA-2014-167199,2014-01-06,2014-01-10,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,OFF-BI-10004632,Office Supplies,Binders,Ibico Hi-Tech Manual Binding System,3,2,799.2037816,650.687785,285.9088365,2014-01-01,2014-01-01
51,CA-2014-167199,2014-01-06,2014-01-10,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,OFF-AR-10001662,Office Supplies,Art,Rogers Handheld Barrel Pencil Sharpener,4,2,136.7045988,77.45610498,7.672468543,2014-01-01,2014-01-01
52,CA-2014-167199,2014-01-06,2014-01-10,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,TEC-PH-10004977,Technology,Phones,GE 30524EE4,4,2,522.2593208,457.6541883,118.7870152,2014-01-01,2014-01-01
53,CA-2014-167199,2014-01-06,2014-01-10,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,TEC-PH-10004539,Technology,Phones,Wireless Extenders zBoost YX545 SOHO Signal Booster,7,4,944.1789205,804.3193922,210.3715124,2014-01-01,2014-01-01
54,CA-2014-167199,2014-01-06,2014-01-10,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,OFF-FA-10001883,Office Supplies,Fasteners,"Alliance Super-Size Bands, Assorted Sizes",8,4,158.1045696,81.4064216,2.861856094,2014-01-01,2014-01-01
55,CA-2014-167199,2014-01-06,2014-01-10,Standard Class,ME-17320,Maria Etezadi,Home Office,United States,Henderson,Kentucky,42420,South,OFF-PA-10000955,Office Supplies,Paper,Southworth 25% Cotton Granite Paper & Envelopes,2,1,109.1639663,53.10099361,12.64889908,2014-01-01,2014-01-01
56,CA-2014-105417,2014-01-07,2014-01-12,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Huntsville,Texas,77340,Central,FUR-FU-10004864,Furniture,Furnishings,"Howard Miller 14-1/2"" Diameter Chrome Round Wall Clock",6,3,218.4922823,147.8542505,-50.4581256,2014-01-01,2014-01-01
57,CA-2014-103800,2014-01-03,2014-01-07,Standard Class,DP-13000,Darren Powers,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10000174,Office Supplies,Paper,"Message Book, Wirebound, Four 5 1/2"" X 4"" Forms/Pg., 200 Dupl. Sets/Book",3,2,190.3267728,95.66879823,17.33764427,2014-01-01,2014-01-01
58,CA-2014-167997,2014-01-26,2014-01-29,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,OFF-BI-10001758,Office Supplies,Binders,Wilson Jones 14 Line Acrylic Coated Pressboard Data Binders,4,2,136.2360869,59.62107851,13.20151339,2014-01-01,2014-01-01
59,CA-2014-167997,2014-01-26,2014-01-29,First Class,CA-11965,Carol Adams,Corporate,United States,Rapid City,South Dakota,57701,Central,FUR-BO-10004409,Furniture,Bookcases,"Safco Value Mate Series Steel Bookcases, Baked Enamel Finish on Steel, Gray",3,2,298.9646491,177.8006626,52.44044242,2014-01-01,2014-01-01
60,CA-2014-102645,2014-01-23,2014-01-28,Standard Class,IM-15055,Ionia McGrath,Consumer,United States,Las Vegas,Nevada,89115,West,OFF-PA-10001804,Office Supplies,Paper,Xerox 195,9,6,174.8620354,114.6366462,21.86989877,2014-01-01,2014-01-01
61,CA-2014-118192,2014-01-13,2014-01-18,Standard Class,MM-17920,Michael Moore,Consumer,United States,Newark,Ohio,43055,East,OFF-PA-10002947,Office Supplies,Paper,Xerox 1923,10,7,227.5171713,70.54216023,24.99303413,2014-01-01,2014-01-01
62,CA-2014-118192,2014-01-13,2014-01-18,Standard Class,MM-17920,Michael Moore,Consumer,United States,Newark,Ohio,43055,East,OFF-BI-10003476,Office Supplies,Binders,Avery Metallic Poly Binders,4,2,124.0296971,63.37505798,2.427326024,2014-01-01,2014-01-01
63,CA-2014-146997,2014-01-23,2014-01-27,Standard Class,SG-20605,Speros Goranitis,Consumer,United States,Lafayette,Indiana,47905,Central,OFF-FA-10003467,Office Supplies,Fasteners,"Alliance Big Bands Rubber Bands, 12/Pack",5,3,182.8310046,35.98512717,5.681781271,2014-01-01,2014-01-01
64,CA-2014-110422,2014-01-21,2014-01-23,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Miami,Florida,33180,South,FUR-FU-10001889,Furniture,Furnishings,Ultra Door Pull Handle,5,3,133.2478812,80.5078622,9.95543368,2014-01-01,2014-01-01
65,CA-2014-105417,2014-01-07,2014-01-12,Standard Class,VS-21820,Vivek Sundaresam,Consumer,United States,Huntsville,Texas,77340,Central,OFF-BI-10003708,Office Supplies,Binders,"Acco Four Pocket Poly Ring Binder with Label Holder, Smoke, 1""",11,7,204.1883247,89.133622,-17.03287588,2014-01-01,2014-01-01
66,US-2014-155502,2014-01-26,2014-01-31,Standard Class,SD-20485,Shirley Daniels,Home Office,United States,Alexandria,Virginia,22304,South,TEC-PH-10002103,Technology,Phones,Jabra SPEAK 410,4,2,339.26947,245.8410584,57.79984069,2014-01-01,2014-01-01
67,CA-2014-115791,2014-01-16,2014-01-18,Second Class,DL-13315,Delfina Latchford,Consumer,United States,Philadelphia,Pennsylvania,19134,East,OFF-BI-10001575,Office Supplies,Binders,GBC Linen Binding Covers,4,2,159.546817,80.26698931,-4.635313644,2014-01-01,2014-01-01
68,CA-2014-162775,2014-01-13,2014-01-15,Second Class,CS-12250,Chris Selesnick,Corporate,United States,Bossier City,Louisiana,71111,South,OFF-EN-10001532,Office Supplies,Envelopes,Brown Kraft Recycled Envelopes,5,3,214.0761896,104.0294884,28.27200944,2014-01-01,2014-01-01
69,CA-2014-112326,2014-01-04,2014-01-08,Standard Class,PO-19195,Phillina Ober,Home Office,United States,Naperville,Illinois,60540,Central,OFF-LA-10003223,Office Supplies,Labels,Avery 508,6,3,200.5321662,61.46338688,17.33489429,2014-01-01,2014-01-01
70,CA-2014-135405,2014-01-09,2014-01-13,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,TEC-AC-10001266,Technology,Accessories,Memorex Micro Travel Drive 8 GB,5,3,191.6401402,65.55223992,14.58630204,2014-01-01,2014-01-01
71,CA-2014-135405,2014-01-09,2014-01-13,Standard Class,MS-17830,Melanie Seite,Consumer,United States,Laredo,Texas,78041,Central,OFF-AR-10004078,Office Supplies,Art,Newell 312,3,2,153.7808877,42.34741598,6.3894889,2014-01-01,2014-01-01
72,CA-2014-107755,2014-02-07,2014-02-12,Standard Class,CK-12760,Cyma Kinney,Corporate,United States,Linden,New Jersey,7036,East,TEC-AC-10000710,Technology,Accessories,Maxell DVD-RAM Discs,8,7,278.0124088,167.9196448,53.65584794,2014-02-01,2014-02-01
73,CA-2014-122567,2014-02-16,2014-02-21,Standard Class,MN-17935,Michael Nguyen,Consumer,United States,Dallas,Texas,75220,Central,OFF-AP-10001303,Office Supplies,Appliances,"Holmes Cool Mist Humidifier for the Whole House with 8-Gallon Output per Day, Extended Life Filter",5,2,121.8867939,83.80190771,-10.09583419,2014-02-01,2014-02-01
74,CA-2014-111059,2014-02-03,2014-02-06,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10004593,Office Supplies,Binders,Ibico Laser Imprintable Binding System Covers,4,2,272.0779428,134.3070647,32.92911841,2014-02-01,2014-02-01
75,CA-2014-111059,2014-02-03,2014-02-06,Second Class,TB-21400,Tom Boeckenhauer,Consumer,United States,Seattle,Washington,98105,West,OFF-BI-10002827,Office Supplies,Binders,Avery Durable Poly Binders,6,3,152.6926095,61.25397439,17.7601471,2014-02-01,2014-02-01
76,CA-2014-107181,2014-02-04,2014-02-08,Standard Class,DB-13270,Deborah Brumfield,Home Office,United States,San Diego,California,92024,West,OFF-PA-10000350,Office Supplies,Paper,"Message Book, Standard Line ""While You Were Out"", 5 1/2"" X 4"", 200 Sets/Book",5,4,151.3996429,88.75475594,26.64064675,2014-02-01,2014-02-01
77,CA-2014-139857,2014-02-02,2014-02-06,Standard Class,CD-12790,Cynthia Delaney,Home Office,United States,San Diego,California,92037,West,OFF-FA-10001843,Office Supplies,Fasteners,Staples,9,5,163.0691096,56.54138064,16.03997983,2014-02-01,2014-02-01
78,CA-2014-131905,2014-02-06,2014-02-09,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,OFF-LA-10002787,Office Supplies,Labels,Avery 480,5,4,180.2901465,76.1268849,13.43419984,2014-02-01,2014-02-01
79,CA-2014-131905,2014-02-06,2014-02-09,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,TEC-PH-10003645,Technology,Phones,Aastra 57i VoIP phone,4,1,283.3172838,238.2635896,55.11915539,2014-02-01,2014-02-01
80,CA-2014-131905,2014-02-06,2014-02-09,First Class,ND-18460,Neil Ducich,Corporate,United States,Chesapeake,Virginia,23320,South,TEC-PH-10001615,Technology,Phones,AT&T CL82213,9,5,254.8686834,221.1877269,45.86900196,2014-02-01,2014-02-01
81,CA-2014-165540,2014-02-21,2014-02-25,Standard Class,TM-21010,Tamara Manning,Consumer,United States,Woodstock,Illinois,60098,Central,OFF-BI-10004094,Office Supplies,Binders,GBC Standard Plastic Binding Systems Combs,6,5,200.6797941,49.44729846,-8.123009905,2014-02-01,2014-02-01
82,CA-2014-109491,2014-02-20,2014-02-26,Standard Class,LC-16930,Linda Cazamias,Corporate,United States,Richmond,Indiana,47374,Central,TEC-AC-10001284,Technology,Accessories,Enermax Briskie RF Wireless Keyboard and Mouse Combo,5,3,219.4501363,142.2378602,29.62860718,2014-02-01,2014-02-01
83,CA-2014-107706,2014-02-14,2014-02-19,Second Class,ST-20530,Shui Tom,Consumer,United States,Houston,Texas,77095,Central,OFF-PA-10000466,Office Supplies,Paper,"Memo Book, 100 Message Capacity, 5 3/8” x 11”",5,3,134.2621693,63.26615594,16.87902844,2014-02-01,2014-02-01
84,CA-2014-127614,2014-02-11,2014-02-15,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320,South,TEC-AC-10001432,Technology,Accessories,Enermax Aurora Lite Keyboard,7,3,433.7420513,295.3308028,105.0967194,2014-02-01,2014-02-01
85,CA-2014-127614,2014-02-11,2014-02-15,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320,South,FUR-TA-10003715,Furniture,Tables,Hon 2111 Invitation Series Corner Table,7,6,1425.961916,1312.316154,84.75484008,2014-02-01,2014-02-01
86,CA-2014-127614,2014-02-11,2014-02-15,Standard Class,NF-18385,Natalie Fritzler,Consumer,United States,Chesapeake,Virginia,23320,South,OFF-BI-10003291,Office Supplies,Binders,Wilson Jones Leather-Like Binders with DublLock Round Rings,4,2,175.9328261,76.61891306,21.44701469,2014-02-01,2014-02-01
87,US-2014-165589,2014-02-18,2014-02-18,Same Day,TB-21595,Troy Blackwell,Consumer,United States,Lubbock,Texas,79424,Central,FUR-FU-10002396,Furniture,Furnishings,"DAX Copper Panel Document Frame, 5 x 7 Size",6,5,199.2475269,70.48092663,-2.707569359,2014-02-01,2014-02-01
88,CA-2014-103744,2014-02-23,2014-02-27,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,Central,OFF-LA-10004425,Office Supplies,Labels,Staple-on labels,4,3,166.9043647,63.81653079,5.808660987,2014-02-01,2014-02-01
89,CA-2014-103744,2014-02-23,2014-02-27,Standard Class,MG-17875,Michael Grace,Home Office,United States,El Paso,Texas,79907,Central,OFF-BI-10000320,Office Supplies,Binders,GBC Plastic Binding Combs,6,3,115.7209741,69.93432158,-5.472961982,2014-02-01,2014-02-01
90,CA-2014-165568,2014-02-15,2014-02-19,Standard Class,BF-11020,Barry Französisch,Corporate,United States,Seattle,Washington,98105,West,OFF-BI-10001031,Office Supplies,Binders,Pressboard Data Binders by Wilson Jones,8,5,172.2381078,98.56129222,16.62468219,2014-02-01,2014-02-01
91,CA-2014-133354,2014-02-22,2014-02-24,First Class,SA-20830,Sue Ann Reed,Consumer,United States,Moreno Valley,California,92553,West,OFF-PA-10001800,Office Supplies,Paper,Xerox 220,6,3,159.3285448,84.73499289,22.07469,2014-02-01,2014-02-01
